order_date,product_id,product_name,product_category,customer_name,customer_phone_number,no_of_products_buy,product_purchase_price,product_sale_price,profit_margin,loss_margin,year,region,country,state,city
9/1/2024,248,Anchovy Fillets,Electronics,Aloysia Manass,251-856-8217,37,549.37,222.21,-59.5518503012541638604219379,59.5518503012541638604219379,2019,Asia,Kazakhstan,,Taraz
7/1/2016,249,Silicone Paper 16.5x24,Electronics,Pauline Jeffery,887-490-5388,8,582.55,49.59,-91.4874259720195691356965067,91.4874259720195691356965067,2014,North America,Russia,,Borisova Griva
5/4/2024,250,V8 - Berry Blend,Grocery,Saxe Bratcher,733-213-6149,88,732.93,228.31,-68.8496855088480482447164122,68.8496855088480482447164122,2021,Europe,France,B2,Montigny-lès-Metz
8/27/2022,251,"Juice - Tomato, 10 Oz",Grocery,Nolly Dewhirst,114-984-4272,33,806.91,536.03,-33.5700387899517914017672355,33.5700387899517914017672355,2018,Europe,Mayotte,,Dzaoudzi
3/4/2019,252,Sauce - Fish 25 Ozf Bottle,Clothing,Gillan Brooksbank,353-814-1554,15,283.57,201.89,-28.8041753358958987198927954,28.8041753358958987198927954,2016,North America,Brazil,,Biritiba Mirim
8/14/2024,253,Fennel - Seeds,Electronics,Prue Izaac,664-133-4385,68,71.81,471.84,557.0672608271828436150953906,-557.0672608271828436150953906,2022,Africa,Sweden,O,Göteborg
10/19/2018,254,"Tomatoes - Diced, Canned",Clothing,Stephanie Garlee,783-554-2542,62,392.63,492.04,25.3190026233349463871838627,-25.3190026233349463871838627,2014,Asia,China,,Meipu
1/12/2022,255,Onions - Green,Grocery,Page Ortes,792-582-4072,34,488.37,884.24,81.0594426357065339803837255,-81.0594426357065339803837255,2020,Africa,Indonesia,,Waiholo
8/11/2022,256,Cardamon Seed / Pod,Electronics,Whitby Wildash,710-342-2045,92,127.22,958.79,653.6472252790441754441125609,-653.6472252790441754441125609,2021,Europe,China,,Sanli
10/16/2017,257,Pumpkin,Electronics,Silvain Simonian,333-676-2157,92,505.71,248.09,-50.9422396234996341776907714,50.9422396234996341776907714,2023,Europe,Indonesia,,Krajan Baru
1/21/2019,258,"Fish - Base, Bouillion",Furniture,Jorie Featherstonhalgh,373-932-7934,46,953.71,733.26,-23.1149930272304998374768011,23.1149930272304998374768011,2014,Europe,Latvia,,Sala
8/8/2023,259,"Lid - Translucent, 3.5 And 6 Oz",Grocery,Carter Heaven,494-270-7052,49,923.04,669.29,-27.4906829606517594037094817,27.4906829606517594037094817,2021,North America,Slovenia,,Lokavec
8/18/2018,260,Puree - Strawberry,Clothing,Urson While,849-115-5037,69,407.39,272.56,-33.0960504676108888288863251,33.0960504676108888288863251,2020,Asia,Indonesia,,Janaka
9/5/2017,261,Coffee Caramel Biscotti,Furniture,Zaria Dewan,247-886-5731,10,430.24,666.66,54.9507251766455931573075493,-54.9507251766455931573075493,2019,North America,Philippines,,Cogon
1/4/2018,262,"Pasta - Canelloni, Single Serve",Furniture,Pasquale Piatkowski,617-212-6151,68,886.86,545.94,-38.441242135173533590420134,38.441242135173533590420134,2022,Europe,Japan,,Masuda
4/2/2021,263,Vanilla Beans,Electronics,Willy Lisimore,609-220-0911,14,534.13,319.93,-40.1025967461104974444423642,40.1025967461104974444423642,2021,Africa,Poland,,Kuryłówka
4/23/2024,264,Nut - Macadamia,cosmetics,Worth Chillingsworth,541-344-0825,18,557.22,360.37,-35.3271598291518610243709845,35.3271598291518610243709845,2018,Africa,Belarus,,Khal’ch
8/14/2016,265,"Octopus - Baby, Cleaned",Electronics,Herbert Langcaster,915-620-9455,6,255.34,980.76,284.0996318633978225111615885,-284.0996318633978225111615885,2021,Asia,Sweden,E,Åtvidaberg
10/20/2017,266,Chevere Logs,Furniture,Worth Lomis,895-357-9197,87,156.7,369.8,135.9923420548819400127632419,-135.9923420548819400127632419,2023,North America,Morocco,,Ourtzagh
1/5/2016,267,Clam Nectar,Clothing,Debby Brookwell,555-675-3293,84,810.39,120.9,-85.0812571724725132343686373,85.0812571724725132343686373,2020,North America,Latvia,,Iecava
11/21/2015,268,Vaccum Bag - 14x20,cosmetics,Ham Gownge,436-258-4736,47,716.72,1.02,-99.8576850094876660341555977,99.8576850094876660341555977,2021,North America,Slovenia,,Zgornje Gorje
12/6/2018,269,Cup - Paper 10oz 92959,cosmetics,Noby Wint,540-176-1494,3,164.53,889.31,440.5154075244636236552604388,-440.5154075244636236552604388,2021,Africa,Brazil,,Santa Gertrudes
8/13/2017,270,Snapple Lemon Tea,Grocery,Sonni Cawkill,513-187-7251,34,127.56,426.77,234.5641266854813421135152085,-234.5641266854813421135152085,2022,Africa,United States,OH,Cincinnati
4/29/2024,271,Oil - Olive,Electronics,Adela Vallentine,601-687-3308,33,467.02,39.53,-91.5356944028093015288424479,91.5356944028093015288424479,2016,North America,Palestinian Territory,,Mislīyah
12/7/2019,272,Ecolab - Power Fusion,Furniture,Jaquith Arsmith,267-546-4579,6,341.66,792.91,132.0757478194696481882573319,-132.0757478194696481882573319,2014,Asia,France,99,Caen
10/22/2015,273,Beef - Ox Tongue,Electronics,Gayle Danilenko,584-438-5431,23,574.33,153.28,-73.3115108038932321139414622,73.3115108038932321139414622,2021,Europe,South Africa,,Tarkastad
8/26/2019,274,Kaffir Lime Leaves,Grocery,Walker Toulmin,318-627-1701,37,806.11,681.31,-15.4817580727196040242646785,15.4817580727196040242646785,2020,North America,Afghanistan,,Bāzārak
4/27/2021,275,Wine - Jackson Triggs Okonagan,Grocery,Libbi Kenwrick,738-163-1776,58,920.73,163.59,-82.2325763253070932846762895,82.2325763253070932846762895,2018,Europe,Peru,,Turpo
10/15/2015,276,Appetizer - Chicken Satay,Furniture,Kendricks Tizard,678-302-0319,68,918.72,845.78,-7.9393068617206548241031,7.9393068617206548241031,2014,North America,Afghanistan,,Ḩāfiz̧ Moghul
6/27/2022,277,Black Currants,Electronics,Cristiano Broxholme,748-132-5534,30,756.57,672.6,-11.0987747333359768428565764,11.0987747333359768428565764,2014,Africa,Dominican Republic,,Nagua
8/3/2017,278,Bread - Pumpernickel,Clothing,Justinian Jager,233-223-5475,80,956.42,643.95,-32.6707931661822211998912612,32.6707931661822211998912612,2018,Europe,Sweden,O,Västra Frölunda
1/23/2023,279,Table Cloth 90x90 White,Furniture,Rockwell Banbury,199-604-2355,15,127.12,400.08,214.7262429200755191944619257,-214.7262429200755191944619257,2015,Africa,Nigeria,,Igbo-Ukwu
3/14/2017,280,Grouper - Fresh,Electronics,Damien Overpool,990-778-8553,17,655.27,136.4,-79.1841530971965754574450227,79.1841530971965754574450227,2019,North America,Iraq,,Nāḩīyat Saddat al Hindīyah
11/17/2014,281,"Sauce - White, Mix",cosmetics,Gilbertine Britten,461-326-1011,29,858.0,324.11,-62.2249417249417249417249417,62.2249417249417249417249417,2016,Asia,Indonesia,,Kasui
9/23/2015,282,Ice Cream - Chocolate,Grocery,Griselda Gulvin,135-365-3130,72,492.71,63.02,-87.2095147246859207241582269,87.2095147246859207241582269,2017,North America,South Africa,,Taung
5/16/2023,283,"Turkey - Whole, Fresh",Grocery,Prentiss Willcox,511-814-5035,85,889.79,844.05,-5.1405387788129783432045764,5.1405387788129783432045764,2015,Europe,Indonesia,,Setro
2/16/2020,284,Ecolab Silver Fusion,Electronics,Temp Ryburn,146-812-7772,33,739.07,86.68,-88.2717469251897655161216123,88.2717469251897655161216123,2020,North America,Burundi,,Muramvya
1/28/2015,285,Spice - Onion Powder Granulated,Electronics,Neda Lundbeck,682-474-4082,30,871.37,521.09,-40.1987674581406291242526137,40.1987674581406291242526137,2017,North America,Russia,,Kharlu
10/27/2018,286,"Veal - Insides, Grains",Electronics,Farlie Wolfindale,990-682-5351,94,296.35,635.21,114.3445250548338113716888814,-114.3445250548338113716888814,2020,Europe,Philippines,,San Juan
6/25/2020,287,Bread Sour Rolls,Grocery,Britt Chippin,233-437-1584,33,255.67,996.71,289.84237493644150662963977,-289.84237493644150662963977,2016,North America,Indonesia,,Cigintung
3/14/2024,288,"Juice - Clamato, 341 Ml",Furniture,Tedd Patington,364-630-0655,39,561.42,381.21,-32.0989633429518007908517687,32.0989633429518007908517687,2018,Asia,Indonesia,,Bojongsarung
8/24/2024,289,"Tarragon - Primerba, Paste",Grocery,Clayborn Mableson,698-301-4532,35,657.68,451.25,-31.3876049142440092446174431,31.3876049142440092446174431,2015,Asia,Kenya,,Malindi
4/30/2020,290,Pomello,Furniture,Karisa Limpricht,572-706-9816,38,565.1,398.15,-29.5434436382941072376570518,29.5434436382941072376570518,2020,Asia,Poland,,Sieniawa Żarska
12/8/2023,291,Chicken - White Meat With Tender,cosmetics,Rem Peperell,366-612-7356,2,192.23,631.42,228.471102325339437132601571,-228.471102325339437132601571,2019,Asia,Honduras,,Sabá
5/16/2015,292,Cheese - Perron Cheddar,Furniture,Hall Minards,199-170-1353,44,994.73,725.87,-27.0284398781578920913212631,27.0284398781578920913212631,2014,Asia,Indonesia,,Bojongsari
9/26/2015,293,Ecolab - Hand Soap Form Antibac,Furniture,Thomas Jennions,197-942-5436,47,132.57,183.55,38.45515576676472806819039,-38.45515576676472806819039,2019,Asia,Brazil,,Bom Jesus do Itabapoana
5/6/2015,294,Table Cloth 62x114 White,cosmetics,Raymund Gopsill,828-766-8808,82,852.73,817.06,-4.1830356619328509610310415,4.1830356619328509610310415,2016,Europe,China,,Wangshi
11/21/2023,295,Tomatoes Tear Drop,cosmetics,Erwin Faragher,492-266-0921,9,656.85,298.65,-54.5329984014615208951815483,54.5329984014615208951815483,2014,Africa,China,,Beigou
3/31/2015,296,Lotus Root,Grocery,Leonerd Olesen,506-695-7427,30,698.34,530.95,-23.9696995732737634962912049,23.9696995732737634962912049,2023,Europe,Costa Rica,,Paraíso
1/25/2020,297,Puree - Blackcurrant,Furniture,Manny Klich,560-902-1241,99,788.33,223.95,-71.5918460543173544074182132,71.5918460543173544074182132,2022,North America,Canada,BC,Burns Lake
12/10/2018,298,Lettuce - Spring Mix,Furniture,Eugen Maund,151-859-7007,46,708.32,227.65,-67.8605714931104585498079964,67.8605714931104585498079964,2021,Asia,China,,Canmang
5/29/2016,299,Teriyaki Sauce,Furniture,Stanly Gaitone,316-826-2112,38,20.09,136.58,579.8407167745146839223494276,-579.8407167745146839223494276,2022,Asia,China,,Pingding
5/28/2018,300,Pork - Caul Fat,cosmetics,Kelley Ewebank,849-159-0691,58,232.31,573.52,146.8770177779690930222547458,-146.8770177779690930222547458,2020,Africa,China,,Wansheng
4/21/2020,301,Cake - Cheese Cake 9 Inch,Grocery,Gaultiero Spraberry,511-267-6483,69,709.15,130.09,-81.6555030670521046323062822,81.6555030670521046323062822,2014,Asia,Philippines,,Consolacion
10/12/2017,302,Rabbit - Legs,Furniture,Daile Cliss,172-597-6738,88,442.77,758.8,71.3756577907265623235539897,-71.3756577907265623235539897,2015,Africa,Dominican Republic,,Pimentel
3/26/2022,303,"Capon - Breast, Wing On",Electronics,Mathian Swalteridge,595-404-4789,23,465.57,551.9,18.5428614386665807504779088,-18.5428614386665807504779088,2016,North America,Russia,,Urshel’skiy
5/10/2016,304,Pants Custom Dry Clean,Electronics,Charleen Cinderey,328-678-5009,6,882.11,714.71,-18.9772250626339118704016506,18.9772250626339118704016506,2020,Asia,Honduras,,Las Ánimas
12/11/2020,305,Cornish Hen,Electronics,Dun Dictus,814-204-5585,43,784.2,56.82,-92.7543993879112471308339709,92.7543993879112471308339709,2015,Europe,Trinidad and Tobago,,Couva
9/15/2016,306,Appetizer - Chicken Satay,Grocery,Roxane Aloigi,616-728-2498,15,291.3,249.44,-14.3700652248541023000343289,14.3700652248541023000343289,2022,Europe,Armenia,,Aygestan
1/15/2020,307,Kiwano,Furniture,Gar Kintzel,425-139-4020,35,503.39,996.35,97.9280478356741294026500328,-97.9280478356741294026500328,2018,Europe,Argentina,,Curuzú Cuatiá
9/5/2020,308,"Tendrils - Baby Pea, Organic",Furniture,Victoir Ochterlony,279-740-2126,16,558.07,821.27,47.1625423333990359632304191,-47.1625423333990359632304191,2023,Asia,Canada,QC,Montréal
10/5/2022,309,Calypso - Lemonade,Furniture,Bryant Hadcock,413-968-5986,19,790.77,44.63,-94.3561338948113863702467215,94.3561338948113863702467215,2020,Asia,France,A8,Paris 14
8/11/2016,310,Pop - Club Soda Can,Grocery,Ashleigh Knok,570-421-6162,45,289.4,989.5,241.9143054595715272978576365,-241.9143054595715272978576365,2021,Asia,Pakistan,,Naukot
8/5/2022,311,Cornish Hen,Clothing,Claire Maccraw,239-986-0319,92,576.52,826.33,43.3306736973565531117740928,-43.3306736973565531117740928,2017,Africa,Czech Republic,,Studená
2/7/2021,312,Cheese - Gorgonzola,Furniture,Amy Laugharne,764-741-3915,54,205.21,252.2,22.8984942254276107402173383,-22.8984942254276107402173383,2016,Africa,Japan,,Aki
1/1/2020,313,Blue Curacao - Marie Brizard,Clothing,Joshuah Castillou,343-253-9047,42,917.24,494.43,-46.0958963848065936941258558,46.0958963848065936941258558,2016,Europe,China,,Huangtan
11/7/2022,314,Tea - Mint,Electronics,Merry Treffry,311-517-9040,84,249.8,505.88,102.514011208967173738991193,-102.514011208967173738991193,2019,Europe,Indonesia,,Pahing Pamulihan
12/3/2022,315,Corn - On The Cob,Electronics,Kenna O'Cooney,555-838-9831,34,181.54,633.39,248.8983144210642282692519555,-248.8983144210642282692519555,2021,North America,Sweden,O,Göteborg
4/5/2017,316,Bacardi Raspberry,Electronics,Cris Filipchikov,555-385-8579,13,838.86,859.28,2.4342560141143933433469232,-2.4342560141143933433469232,2016,Europe,Ecuador,,Gonzalo Pizarro
4/10/2017,317,Tea - Decaf Lipton,cosmetics,Audi Sygroves,618-672-6604,69,477.74,516.36,8.0838950056516096621593335,-8.0838950056516096621593335,2015,Europe,Colombia,,Cartagena
9/16/2024,318,Pork - Hock And Feet Attached,Clothing,Marcel Beacom,583-796-5940,30,624.99,703.28,12.5266004256068097089553433,-12.5266004256068097089553433,2020,Europe,China,,Lainqu
1/16/2018,319,"Lentils - Red, Dry",Grocery,Jeno Wathey,123-588-7687,48,512.97,530.36,3.3900617969861785289588085,-3.3900617969861785289588085,2017,North America,Russia,,Shakhta
6/7/2020,320,"Juice - Cranberry, 341 Ml",Furniture,Salomon Gregoratti,893-161-4248,44,129.89,264.98,104.0033874817152975594734006,-104.0033874817152975594734006,2021,North America,New Zealand,,Mangere
3/25/2021,321,Creme De Menth - White,Furniture,Wright Quinlan,783-803-3507,94,846.43,560.8,-33.7452595016717271363255083,33.7452595016717271363255083,2018,Africa,Democratic Republic of the Congo,,Kolwezi
8/12/2017,322,Sauce - Fish 25 Ozf Bottle,cosmetics,Inez Borrie,860-320-6325,43,114.11,139.58,22.3205678731048987818771361,-22.3205678731048987818771361,2022,Europe,Iraq,,Al Başrah
9/22/2016,323,Bread Base - Italian,Electronics,Olivero Lorait,552-105-2869,56,772.11,97.55,-87.3657898485967025423838572,87.3657898485967025423838572,2016,North America,Albania,,Arras
8/17/2021,324,Rice - Jasmine Sented,cosmetics,Minnnie Goodier,311-189-5318,46,681.93,861.86,26.3854061267285498511577435,-26.3854061267285498511577435,2020,Europe,Indonesia,,Pangkungparuk
10/8/2020,325,Glove - Cutting,Grocery,Dur Spencer,639-836-7105,100,417.71,669.41,60.2571161810825692466064973,-60.2571161810825692466064973,2018,Europe,Indonesia,,Cimalati
8/22/2023,326,Pimento - Canned,Electronics,Hardy Fyers,586-396-1816,63,53.2,68.59,28.9285714285714285714285714,-28.9285714285714285714285714,2019,Africa,China,,Shuanglong
12/23/2023,327,"Marsala - Sperone, Fine, D.o.c.",Furniture,Vaughan Davies,901-907-2145,37,560.27,580.37,3.587555999785817552251593,-3.587555999785817552251593,2016,Africa,Russia,,Khvastovichi
11/21/2020,328,Muffin Mix - Oatmeal,Electronics,Janaya Bastock,852-319-2594,5,881.93,945.58,7.2171260757656503350606057,-7.2171260757656503350606057,2021,North America,Philippines,,Telbang
3/8/2024,329,"Doilies - 5, Paper",cosmetics,Maris Bernardino,852-193-8400,80,137.54,719.36,423.018758179438708739275847,-423.018758179438708739275847,2020,Europe,Nauru,,Anabar
10/4/2018,330,Lettuce - Arugula,Clothing,Allyn Callaway,462-887-5413,5,203.17,613.47,201.94910665944775311315647,-201.94910665944775311315647,2023,North America,Burundi,,Makamba
3/26/2018,331,Nantucket - Kiwi Berry Cktl.,Furniture,Frederique Vaskov,979-719-4187,85,273.72,990.54,261.8807540552389302937308198,-261.8807540552389302937308198,2021,North America,Russia,,Kyzyl
9/30/2022,332,Energy Drink - Franks Original,Clothing,Afton Waldock,814-939-7739,32,798.98,857.36,7.3068161906430699141405292,-7.3068161906430699141405292,2015,North America,Bolivia,,Huajlaya
1/5/2021,333,Edible Flower - Mixed,Clothing,Lyndsey Wilkinson,727-749-9809,27,298.7,548.38,83.5888851690659524606628724,-83.5888851690659524606628724,2019,Africa,Croatia,,Belišće
5/23/2021,334,Oil - Safflower,cosmetics,Deana Whittock,443-543-5777,86,177.73,823.43,363.3038879198784673380971136,-363.3038879198784673380971136,2022,North America,Portugal,15,Afonsoeiro
8/28/2020,335,Chicken - White Meat With Tender,Clothing,Marlena Claire,906-398-3951,83,629.03,933.36,48.3808403414781488959191136,-48.3808403414781488959191136,2015,North America,Suriname,,Totness
10/17/2015,336,"Soup - Canadian Pea, Dry Mix",Grocery,Daren Giacomo,864-440-2799,88,317.6,605.24,90.5667506297229219143576826,-90.5667506297229219143576826,2021,North America,France,B2,Saint-Dié-des-Vosges
2/24/2018,337,"Vermouth - Sweet, Cinzano",cosmetics,Annabel Alenikov,488-194-8244,88,93.08,332.01,256.6931671680275032230339493,-256.6931671680275032230339493,2015,Europe,Pakistan,,Bat Khela
11/18/2022,338,Mountain Dew,Electronics,Shawna Dugue,254-174-7203,41,448.09,13.03,-97.0921020330737128701823294,97.0921020330737128701823294,2015,North America,Poland,,Straszydle
7/3/2016,339,Wine - Clavet Saint Emilion,Furniture,Cathyleen Jozaitis,726-222-5717,65,262.6,657.15,150.2475247524752475247524752,-150.2475247524752475247524752,2020,Europe,China,,Xinjiang
4/18/2020,340,"Beef - Tenderlion, Center Cut",Grocery,Ab Dearing,789-932-6194,2,191.41,925.52,383.5275063998746147014262578,-383.5275063998746147014262578,2021,Africa,Indonesia,,Mungkin
10/20/2023,341,Wine - Masi Valpolocell,Electronics,Garland Mager,331-607-4695,72,89.49,876.5,879.4390434685439713934517823,-879.4390434685439713934517823,2021,North America,Russia,,Nikol’skoye
3/30/2015,342,"Rum - Cream, Amarula",Clothing,Ferdinand Probbin,956-480-3339,51,776.94,470.25,-39.474090663371688933508379,39.474090663371688933508379,2018,Asia,Japan,,Bibai
5/17/2018,343,"Cake Circle, Paprus",Grocery,Aurilia Norster,770-851-5024,49,235.98,126.12,-46.554792779049071955250445,46.554792779049071955250445,2022,Europe,Brazil,,Itaperuçu
4/28/2020,344,"Pork - Butt, Boneless",Furniture,Tiphanie Dungate,666-499-1493,13,759.66,860.73,13.3046362846536608482742279,-13.3046362846536608482742279,2015,Asia,China,,Jiangpu
5/19/2016,345,"Veal - Brisket, Provimi,bnls",Electronics,Tremaine Murrow,736-193-0111,2,897.17,230.6,-74.2969559838157762742846952,74.2969559838157762742846952,2017,Asia,Peru,,Paucarbamba
6/24/2020,346,Chocolate - Dark,Grocery,Philipa Quest,290-205-4631,65,267.26,451.81,69.0526079473172191873082392,-69.0526079473172191873082392,2022,Africa,Indonesia,,Goge
7/26/2015,347,Nut - Pumpkin Seeds,Clothing,Bink Yitzovitz,449-924-5975,6,224.29,860.73,283.7576352044228454233358598,-283.7576352044228454233358598,2021,Europe,New Zealand,,Brooklyn
10/16/2023,348,Cake - Lemon Chiffon,Electronics,Emmalyn Turpey,974-256-4961,83,406.98,390.93,-3.9436827362523956951201533,3.9436827362523956951201533,2019,Europe,Portugal,13,Vinha
12/10/2015,349,Cabbage - Green,Grocery,Nana Gimblett,211-779-7753,12,373.56,180.66,-51.6382910375843238034050755,51.6382910375843238034050755,2018,Europe,Philippines,,Barobo
9/28/2019,350,Chips Potato Swt Chilli Sour,cosmetics,Inga Ransome,671-992-2974,26,892.02,44.54,-95.0068384116948050492141432,95.0068384116948050492141432,2016,North America,Indonesia,,Mojogajeh
9/19/2019,351,Milk - Skim,Furniture,Benton Chapelle,875-913-0602,11,236.7,289.48,22.2982678495986480777355302,-22.2982678495986480777355302,2023,Europe,Ukraine,,Chuhuyiv
4/20/2018,352,Lid Tray - 12in Dome,Clothing,Ealasaid Gethings,720-564-7415,48,635.55,437.67,-31.1352371961293367949020533,31.1352371961293367949020533,2014,Europe,Sweden,AB,Gustavsberg
11/14/2019,353,Steampan Lid,cosmetics,Eudora Wegner,484-559-4996,21,136.34,404.74,196.8607892034619334017896435,-196.8607892034619334017896435,2018,Africa,France,A4,Romilly-sur-Seine
1/7/2020,354,"Sauce - Soya, Dark",Electronics,Ceciley Pegg,153-974-1913,27,795.23,65.73,-91.7344667580448423726469072,91.7344667580448423726469072,2014,Asia,Palestinian Territory,,Baytā al Fawqā
3/29/2021,355,"Capon - Breast, Double, Wing On",Grocery,Culley Greengrass,500-860-1730,21,944.99,32.93,-96.5153070402861405940803606,96.5153070402861405940803606,2018,Asia,Canada,QC,Saint-Rémi
4/8/2023,356,Dried Apple,cosmetics,Harmonie Lammerding,602-248-3834,31,301.8,122.12,-59.5361166335321404903909874,59.5361166335321404903909874,2020,Africa,Venezuela,,Anaco
7/26/2017,357,Dip - Tapenade,cosmetics,Norrie Ceyssen,667-662-5868,80,505.25,293.24,-41.9614052449282533399307274,41.9614052449282533399307274,2016,North America,Sweden,M,Arlöv
2/2/2016,358,"Melon - Watermelon, Seedless",cosmetics,Alphonso Sommerton,662-232-6895,52,131.25,387.29,195.0780952380952380952380952,-195.0780952380952380952380952,2021,Asia,Poland,,Ryczywół
2/4/2024,359,Croissants Thaw And Serve,Furniture,Ossie Mitkov,909-908-6138,94,521.91,600.25,15.0102508095265467226150103,-15.0102508095265467226150103,2022,North America,Hungary,BU,Budapest
9/14/2024,360,Pepper - Chili Powder,Furniture,Sherye Mauvin,450-108-8870,74,657.62,25.82,-96.073720385633040357653356,96.073720385633040357653356,2021,Europe,France,A9,Béziers
1/15/2024,361,Container - Clear 32 Oz,Electronics,Kettie Bourton,684-724-8429,91,696.03,344.6,-50.4906397712742266856313665,50.4906397712742266856313665,2016,Africa,Indonesia,,Negararatu
1/17/2024,362,Oil - Olive Bertolli,Clothing,Duffy Hannum,220-362-2379,34,435.66,34.38,-92.108524996556948078777028,92.108524996556948078777028,2017,Africa,Palestinian Territory,,Ḩalḩūl
8/10/2019,363,Cookie Dough - Double,Clothing,Abigale Chilvers,624-550-8672,95,536.75,182.43,-66.0121099208197484862598975,66.0121099208197484862598975,2020,Asia,Mali,,Ti-n-Essako
9/4/2023,364,"Doilies - 7, Paper",Furniture,Sanford Verlander,290-788-2185,62,222.53,754.39,239.005976722239698018244731,-239.005976722239698018244731,2020,Africa,Peru,,Acolla
2/2/2017,365,Thermometer Digital,Grocery,Merla Le Fleming,974-738-2186,58,33.86,490.66,1349.0844654459539279385705848,-1349.0844654459539279385705848,2019,Asia,China,,Maoping
2/17/2024,366,"Tomatoes - Diced, Canned",Electronics,Nobe Sweedy,675-398-9926,56,706.28,946.21,33.9709463668799909384380133,-33.9709463668799909384380133,2023,Europe,China,,Xibing
7/23/2019,367,Port - 74 Brights,Furniture,Sven Dawtry,303-122-5123,22,415.25,976.04,135.048765803732691149909693,-135.048765803732691149909693,2017,North America,Portugal,17,Valongo
4/17/2024,368,Syrup - Chocolate,Furniture,Sidonia Arnald,997-435-4666,63,427.97,826.12,93.032221884711545201766479,-93.032221884711545201766479,2020,Africa,Palestinian Territory,,Birqīn
5/12/2018,369,Banana Turning,Grocery,Maurita Buffin,533-838-2412,78,222.99,715.42,220.8305305170635454504686309,-220.8305305170635454504686309,2020,North America,Netherlands,05,Venlo
8/15/2021,370,Juice - Happy Planet,Clothing,Cayla Craske,473-948-3981,87,342.23,199.94,-41.5773018145691494024486456,41.5773018145691494024486456,2015,North America,China,,Chenfangji
1/25/2019,371,Paper - Brown Paper Mini Cups,Furniture,Lauren Mortimer,794-863-4950,16,778.94,50.48,-93.5193981564690476801807585,93.5193981564690476801807585,2015,North America,Ireland,,Killumney
5/2/2018,372,Phyllo Dough,Grocery,Wadsworth Writtle,885-170-8299,29,896.03,432.2,-51.7650078680401325848464895,51.7650078680401325848464895,2021,Asia,Norway,01,Fredrikstad
7/23/2022,373,Sprouts - Pea,Grocery,Lissi Cruise,599-463-8978,3,938.29,836.44,-10.8548529772245254665401955,10.8548529772245254665401955,2017,Africa,Indonesia,,Wirodayan
7/13/2020,374,"Vermouth - Sweet, Cinzano",Grocery,Theo Pleat,997-608-6125,51,158.77,207.55,30.7236883542230900044088934,-30.7236883542230900044088934,2015,Asia,Indonesia,,Tamansari
7/7/2018,375,Cheese - Feta,Grocery,Myrle Begley,761-685-6049,19,63.7,171.23,168.8069073783359497645211931,-168.8069073783359497645211931,2023,Europe,Syria,,Douma
12/17/2023,376,Pastry - Baked Cinnamon Stick,Furniture,Philbert Ruddiforth,793-418-3611,39,881.85,30.75,-96.5130124170777343085558768,96.5130124170777343085558768,2014,Asia,Honduras,,Azacualpa
7/25/2022,377,Soup - Campbells Bean Medley,Furniture,Annabal MacTeggart,732-780-6602,28,681.03,949.41,39.4079555966697502312673451,-39.4079555966697502312673451,2020,Asia,Nigeria,,Riti
5/30/2016,378,Soup Campbells - Italian Wedding,Electronics,Brigida Cantopher,482-118-4532,42,780.46,371.77,-52.3652717628065499833431566,52.3652717628065499833431566,2014,Asia,Poland,,Trzebiatów
5/12/2017,379,Langers - Ruby Red Grapfruit,Furniture,Nerte Crutcher,378-817-7557,38,871.63,649.67,-25.4649335153677592556474651,25.4649335153677592556474651,2023,Europe,France,C1,Barr
8/3/2022,380,Capicola - Hot,Furniture,Chloris Hazelhurst,721-880-1018,77,530.58,412.69,-22.2190810056918843529722191,22.2190810056918843529722191,2015,North America,Pakistan,,Pithoro
1/26/2024,381,Oranges,Clothing,Lyle Sunshine,300-375-0456,17,559.08,23.28,-95.8360163125134148959004078,95.8360163125134148959004078,2022,Europe,Sweden,D,Flen
7/30/2020,382,Cheese - Mascarpone,Grocery,Harald Helks,998-864-3837,28,280.34,991.89,253.8167938931297709923664122,-253.8167938931297709923664122,2017,Africa,Indonesia,,Jatirogo
2/2/2019,383,Cheese - Bocconcini,Electronics,Avrit Bartkiewicz,158-201-1072,34,927.15,772.01,-16.7329989753545812435959661,16.7329989753545812435959661,2021,Asia,Philippines,,Villa Aglipay
11/17/2016,384,Flavouring Vanilla Artificial,Grocery,Kirby Neachell,671-392-4933,89,495.36,919.92,85.7073643410852713178294574,-85.7073643410852713178294574,2022,Africa,Philippines,,Gutalac
8/17/2020,385,Sultanas,Electronics,Sigfrid Huncote,879-212-4394,23,996.77,401.32,-59.7379535900960101126639044,59.7379535900960101126639044,2019,North America,Spain,CT,Lleida
2/24/2022,386,Tea - Herbal Orange Spice,Grocery,Elene Withull,689-654-1283,95,674.55,806.94,19.6264176117411607738492328,-19.6264176117411607738492328,2015,Europe,Armenia,,Arrap’i
9/28/2017,387,Ice Cream - Super Sandwich,Grocery,Victoria Moring,624-629-7124,74,923.86,800.11,-13.3948866711406490160846882,13.3948866711406490160846882,2020,Europe,China,,Xinyi
6/15/2016,388,Tarts Assorted,Electronics,Christabella Feldfisher,759-831-7223,21,617.15,188.49,-69.4579923843474033865348781,69.4579923843474033865348781,2016,North America,France,A8,Paris 17
11/5/2019,389,Vinegar - White,Grocery,Danie Flatt,276-854-6451,21,837.83,427.66,-48.9562321712041822326724992,48.9562321712041822326724992,2015,North America,Indonesia,,Tanjung
